DISTRICT,HISP,NH_WHITE,NH_BLACK,NH_ASIAN
0,39504.99948474946,1926.9999446466686,14513.000235514872,237.99999142628917
1,3544.0000086874957,45691.99944071227,1923.0000575323215,4025.999978143851
2,5991.000033518799,4265.0000164806415,44563.9998150961,55.0000010402958
3,42317.2925943544,7375.000050495848,5517.827608886572,1075.9494806333923
4,2309.000045194305,3763.000025763139,44775.999781202256,529.0000118079613
5,27588.073590541735,15238.93752108747,2257.999985341621,6064.999934192723
6,12401.000051036028,31545.00005324236,8703.000564036329,2213.000017085158
7,1739.0000329930122,9478.000117422158,29694.0000685909,10711.99995805406
8,24193.406850232248,30619.324057504993,532.9999949997429,513.9999950516585
9,34506.999791092945,11901.999950108151,3873.999957034875,713.9999938546416
10,34958.999631281236,1820.9999801458578,15460.99961519216,189.0000021940089
11,10754.999958639568,25478.000257530708,3699.9999350780317,13925.000006403807
12,43630.44669636364,6877.544502194379,1176.0118691626735,321.9999987447646
13,19197.000079441223,7837.999995460349,28557.999814201932,378.9999951950789
14,579.9999991885682,255.00000198582663,50260.99994201033,46.000000044211006
15,47639.00040142589,5732.0000033375345,733.0000297091475,1981.0000487744455
16,1510.999981119913,692.9999933403802,50716.99968169806,106.00000018337502
17,14615.70759295015,1465.0000286973766,36069.172296161545,232.0505223122889
18,1551.9999415283953,7465.999181042519,43972.0001578789,118.00000076130296
19,17134.44625082007,32700.69827803016,630.9999953983876,3069.805792437148
20,47834.59338767785,3395.67594966236,2480.000048607523,287.9999958762621
21,12275.710183348949,3309.3875401449354,37546.00005298967,68.00000072886823
22,12115.926320029732,35626.037736412545,835.0000023628269,8254.309092791807
23,12501.000127535804,19926.00012860775,11556.999744404493,6191.000112191438
24,11173.999951323636,673.0000104567175,42762.00012740176,60.99999905709468
25,20523.99994329245,3493.000041179152,26552.000020933923,537.99999032101
26,731.0000164390864,175.00000798709036,51465.000179281524,40.00000041000442
27,9721.000105368612,27178.999557290434,6334.000214322627,8315.0001941025
28,25302.553836974304,26596.30180220729,842.9999912131498,2323.1942005293695
29,35518.999852177294,9563.999927338484,1081.0000028665297,7065.999999365936
30,6636.008101008116,48276.870682945235,273.0000033946702,2632.686986065418
31,5152.999936508735,33736.0001631439,7496.999847887744,4057.999961800486
32,3051.000062239995,31410.000818384586,23044.000054883843,337.99999926378126
33,15019.991936439737,40005.15383198801,2147.999987598667,2479.0039619908775
34,3033.0000038792136,41203.00034703884,3425.0000459246594,7031.000053650667
35,18385.28979150741,2801.6124456205575,34437.99987281322,95.99999830723448
36,4029.0000013715344,1370.0000116429924,48359.00021099625,241.00000216311744
37,23123.000008802035,24189.99974210608,1769.9999572286101,2523.9999869388444
38,30901.99996881164,19514.000020799936,1654.000007239082,2293.9999882893644
39,9741.000036666834,35048.00006135884,4113.000193007183,3844.0000117312306
40,5273.000026069586,44552.00015085596,1123.0000126073592,2343.9999940965326
41,4814.000050218056,9637.00001551687,28026.999831267924,11337.000032443195
42,8974.999927763216,26903.000358080008,9842.999709441094,5360.999844991817
43,2681.0000074065315,42478.00043686468,6925.999948969472,2594.0000320004174
44,2337.9999896619793,15324.999880904192,28383.99978497256,4238.999986814479
45,30264.55312826165,2414.4555382814965,19092.98823522497,159.0000013893059
46,18966.00032046593,17055.00034099969,17464.0001983487,1041.00003080008
47,14312.000044242799,20345.999899795894,14296.00005450044,6137.000017019976
48,762.0000194423171,494.00012778086085,50614.00061895698,99.0000194788533
49,3502.9998999058853,36981.999025375815,5464.9996356258025,7765.99977704957
